Ticket_ID,Created_Date,Resolved_Date,Priority,Department,Category,Status
TCK-1051,2025-03-24 20:05:33.325571681,2025-03-25 08:22:08.940328686,Medium,Finance,Access,Resolved
TCK-1052,2025-06-12 16:16:28.449278906,2025-06-15 18:37:51.679031344,Medium,DevOps,Software,Resolved
TCK-1053,2025-03-15 18:32:31.012336579,2025-03-16 08:45:40.793392740,Medium,DevOps,Software,Closed
TCK-1054,2025-04-05 11:42:54.878154407,2025-04-05 21:55:06.847041959,Medium,Operations,Database,Resolved
TCK-1055,2025-03-27 21:12:02.142537666,2025-03-29 00:23:50.039822485,Medium,DevOps,Access,Closed
TCK-1056,2025-03-22 13:44:06.467694244,2025-03-23 11:59:22.041567416,High,IT Support,Access,Closed
TCK-1057,2025-05-20 12:49:26.844058822,2025-05-20 20:06:36.002094656,Medium,IT Support,Network,Closed
TCK-1058,2025-04-05 19:38:30.045855139,2025-04-06 04:00:25.337292571,Low,IT Support,Database,Closed
TCK-1059,2025-02-27 00:13:04.681736160,2025-02-28 05:16:32.167220860,Medium,HR,Access,Closed
TCK-1060,2025-02-16 11:14:35.823424655,2025-02-16 23:27:48.216696461,None,  HR ,Access,Resolved
TCK-1061,2025-01-07 19:04:06.273477524,2025-01-07 23:47:01.952135433,High,IT Support,Software,Closed
TCK-1062,2025-04-15 23:24:11.157605132,2025-04-16 19:17:23.602157969,Low,Finance,Access,Resolved
TCK-1063,2025-02-11 09:25:59.932316884,2025-02-12 13:36:50.506596559,Medium,HR,Access,Closed
TCK-1064,2025-01-27 15:56:18.755198790,2025-01-28 00:44:42.427114743,Critical,IT Support,Hardware,Closed
TCK-1065,2025-04-28 16:32:43.597448044,2025-04-30 15:48:25.827204967,Low,Operations,Software,Closed
TCK-1066,2025-05-03 14:49:26.377640728,2025-05-04 03:07:01.338371893,Low,IT Support,Software,Closed
TCK-1067,2025-05-16 09:18:32.884391220,2025-05-17 03:03:25.417053907,Low,Finance,Hardware,Resolved
TCK-1068,2025-04-01 15:27:07.891857775,2025-04-02 00:10:19.423423816,Medium,IT Support,Software,Resolved
TCK-1069,2025-06-10 22:18:57.220130844,2025-06-11 18:33:00.624461864,Medium,DevOps,Network,Closed
TCK-1070,2025-06-18 13:00:02.500849240,2025-06-19 06:32:24.771692299,Low,Finance,Network,Closed
TCK-1071,2025-05-26 07:50:32.855652796,2025-05-29 15:38:57.213591866,Medium,IT Support,Database,Closed
TCK-1072,2025-04-25 09:45:49.832191328,2025-04-25 23:54:32.708757941,Low,  IT Support ,Software,Closed
TCK-1073,2025-02-24 16:04:28.270250166,2025-02-26 05:45:28.840294432,Medium,Finance,Software,Closed
TCK-1074,2025-06-26 22:19:19.421037680,2025-06-27 16:15:46.656988076,Medium,Finance,Network,Resolved
TCK-1075,2025-02-19 08:16:05.672169025,2025-02-21 13:58:15.753910682,Medium,Finance,Database,Closed
TCK-1076,2025-02-06 11:28:40.450795184,2025-02-08 05:55:48.704167560,Low,Finance,Database,Closed
TCK-1077,2025-03-21 14:06:20.777608935,2025-03-22 11:52:59.736956260,Medium,IT Support,Network,Closed
TCK-1078,2025-01-11 05:33:04.555719065,2025-01-12 17:03:38.598801564,Medium,HR,Network,Closed
TCK-1079,2025-06-26 03:05:45.914575690,2025-06-26 07:09:12.249958300,Medium,IT Support,Hardware,Resolved
TCK-1080,2025-04-16 22:01:58.669388238,2025-04-17 15:49:50.275621572,Medium,DevOps,Database,Resolved
TCK-1081,2025-04-11 06:01:58.929561254,2025-04-11 16:55:47.750144919,Medium,Operations,Database,Closed
TCK-1082,2025-04-29 01:02:23.745000444,2025-04-29 09:53:50.970926490,Low,HR,Hardware,Resolved
TCK-1083,2025-03-31 11:08:31.770231117,2025-03-31 21:08:03.242634966,Low,IT Support,Network,Closed
TCK-1084,2025-01-06 18:30:51.817854310,2025-01-07 05:12:36.278057659,Low,  HR ,Hardware,Closed
TCK-1085,2025-04-21 05:11:05.164045850,2025-04-22 21:12:40.492031423,Medium,HR,Hardware,Resolved
TCK-1086,2025-05-09 21:52:16.134426410,2025-05-12 13:22:09.997214380,Medium,Finance,Access,Closed
TCK-1087,2025-03-17 00:21:21.390825274,2025-03-17 18:17:52.373006000,High,Operations,Database,Closed
TCK-1088,2025-05-17 07:31:00.736851194,2025-05-20 17:55:19.982186682,High,DevOps,Network,Closed
TCK-1089,2025-02-10 20:38:44.207311117,2025-02-12 02:31:45.107419990,High,HR,Access,Closed
TCK-1090,2025-02-09 19:54:53.544261294,2025-02-10 02:41:59.509835822,Medium,IT Support,Access,Closed
TCK-1091,2025-01-30 01:19:16.992517150,2025-01-30 10:17:34.798154607,Low,Finance,Access,Resolved
TCK-1092,2025-03-08 23:01:02.504241046,2025-03-09 20:59:15.377316652,High,Finance,Network,Resolved
TCK-1093,2025-06-02 11:05:31.174371026,2025-06-03 00:07:57.011600714,Low,Operations,Hardware,Resolved
TCK-1094,2025-05-30 00:34:48.390542248,2025-05-31 03:44:42.053165276,Medium,Finance,Network,Closed
TCK-1095,2025-03-10 21:48:02.082248411,2025-03-11 12:38:54.397540658,Low,HR,Database,Closed
TCK-1096,2025-04-17 00:59:34.581964640,2025-04-17 19:34:08.861563713,Critical,  Operations ,Database,Closed
TCK-1097,2025-05-10 17:55:35.353817888,2025-05-11 12:22:36.679893822,Medium,HR,Hardware,Resolved
TCK-1098,2025-02-13 10:00:47.759015013,2025-02-13 14:38:56.579036053,Low,IT Support,Network,Resolved
TCK-1099,2025-01-31 06:22:10.167835106,2025-01-31 16:48:37.991067516,Medium,IT Support,Hardware,Closed
TCK-1100,2025-06-24 23:27:16.886437862,2025-06-25 06:16:38.675187434,Low,IT Support,Hardware,Resolved
TCK-1101,2025-04-22 03:50:51.335035988,2025-04-22 23:44:25.773151073,Critical,Operations,Network,Closed
TCK-1102,2025-06-26 15:42:57.305957140,2025-06-27 14:38:04.107483433,Medium,HR,Database,Closed
TCK-1103,2025-03-02 19:06:21.111880427,2025-03-03 04:51:52.877223791,Medium,Operations,Network,Closed
TCK-1104,2025-05-07 13:05:48.997997694,2025-05-08 16:01:46.642023533,Low,DevOps,Database,Resolved
TCK-1105,2025-02-10 01:38:51.755489329,2025-02-10 09:39:30.878176236,High,IT Support,Software,Closed
TCK-1106,2025-02-17 00:23:05.063651894,2025-02-17 11:21:54.330257633,Critical,HR,Software,Resolved
TCK-1107,2025-04-03 03:25:01.789985192,2025-04-04 17:50:15.132762883,High,Finance,Software,Closed
TCK-1108,2025-02-27 12:45:01.087901523,2025-02-27 18:40:45.838366018,High,  IT Support ,Access,Closed
TCK-1109,2025-01-31 04:07:30.560848769,2025-01-31 10:33:50.791985247,Low,IT Support,Database,Closed
TCK-1110,2025-02-17 07:38:40.677337998,2025-02-17 13:36:17.452255663,Critical,IT Support,Database,Closed
TCK-1111,2025-01-07 10:25:59.030733126,2025-01-08 01:06:26.310243159,Medium,IT Support,Network,Closed
TCK-1112,2025-05-07 19:06:36.161217872,2025-05-08 19:20:39.306486614,High,DevOps,Database,Closed
TCK-1113,2025-03-30 13:56:38.250999319,2025-03-31 20:46:49.291291110,Medium,Finance,Network,Closed
TCK-1114,2025-01-17 23:07:48.168723182,2025-01-19 23:28:06.066371615,Low,Operations,Access,Closed
TCK-1115,2025-01-31 21:43:04.981134295,2025-02-02 03:34:47.237819932,Medium,DevOps,Network,Closed
TCK-1116,2025-01-19 10:56:57.136727839,2025-01-21 05:40:14.713775231,Low,Finance,Software,Closed
TCK-1117,2025-04-21 06:24:03.354306432,2025-04-22 02:00:18.430306244,Medium,IT Support,Network,Closed
TCK-1118,2025-01-17 22:59:19.574901503,2025-01-20 02:47:55.538284434,Medium,DevOps,Network,Resolved
TCK-1119,2025-05-16 18:29:58.843363680,2025-05-17 12:20:56.760838888,Low,Operations,Network,Resolved
TCK-1120,2025-01-04 16:36:25.817270723,2025-01-06 02:22:56.560577435,None,  Finance ,Database,Closed
TCK-1121,2025-02-14 21:18:12.254912114,2025-02-15 13:35:21.389680610,Critical,DevOps,Hardware,Resolved
TCK-1122,2025-06-10 07:40:48.143470942,2025-06-10 17:17:38.544026801,Critical,HR,Hardware,Resolved
TCK-1123,2025-05-10 08:03:19.059437170,2025-05-10 14:20:15.167943368,High,IT Support,Hardware,Closed
TCK-1124,2025-01-14 03:13:23.513660295,2025-01-15 05:16:56.760378100,Medium,IT Support,Database,Closed
TCK-1125,2025-05-28 19:15:53.176953516,2025-05-29 04:43:24.999370069,Medium,HR,Software,Resolved
TCK-1126,2025-03-30 17:54:42.210193265,2025-03-31 10:06:37.748865334,Low,Finance,Hardware,Closed
TCK-1127,2025-06-02 10:06:09.638529632,2025-06-03 04:29:48.183540150,Critical,DevOps,Hardware,Closed
TCK-1128,2025-04-19 03:11:44.972252518,2025-04-19 14:26:28.934019327,Critical,IT Support,Access,Closed
TCK-1129,2025-05-03 17:31:07.314175020,2025-05-04 12:50:56.995511720,High,Operations,Access,Closed
TCK-1130,2025-06-28 19:55:36.267274054,2025-06-29 20:22:35.495975743,Critical,HR,Software,Closed
TCK-1131,2025-02-11 19:41:22.410210330,2025-02-12 07:34:46.336837156,Medium,IT Support,Network,Closed
TCK-1132,2025-04-23 07:26:41.578689112,2025-04-23 11:42:26.814965946,Medium,  IT Support ,Network,Closed
TCK-1133,2025-03-24 20:35:18.258172659,2025-03-25 06:04:20.552720566,None,HR,Access,Closed
TCK-1134,2025-01-08 02:25:56.771853697,2025-01-10 15:47:09.230358040,Medium,DevOps,Access,Closed
TCK-1135,2025-01-03 14:30:47.416652557,2025-01-04 03:20:26.487698302,Medium,HR,Software,Resolved
TCK-1136,2025-01-22 11:04:02.842223338,2025-01-23 19:39:45.870675167,Medium,Operations,Software,Resolved
TCK-1137,2025-04-27 20:04:34.748855500,2025-04-28 18:48:34.778924480,Medium,Finance,Database,Closed
TCK-1138,2025-04-13 02:08:40.343229076,2025-04-13 10:53:51.686849032,High,HR,Network,Resolved
TCK-1139,2025-04-10 14:48:56.535218289,2025-04-11 17:27:15.065967170,Medium,DevOps,Database,Closed
TCK-1140,2025-01-06 17:37:16.370839500,2025-01-07 12:43:35.211711499,Medium,DevOps,Hardware,Resolved
TCK-1141,2025-03-26 11:23:20.199390830,2025-03-26 17:47:43.061612293,Low,IT Support,Software,Closed
TCK-1142,2025-06-16 10:22:14.063087004,2025-06-17 02:04:16.555986849,Medium,HR,Network,Resolved
TCK-1143,2025-03-13 13:35:48.751519176,2025-03-14 07:56:10.113448497,Critical,HR,Network,Resolved
TCK-1144,2025-04-23 11:39:54.250150074,2025-04-23 15:30:11.314112661,Low,  IT Support ,Database,Resolved
TCK-1145,2025-05-21 08:49:00.043291130,2025-05-21 17:14:35.463245998,Low,IT Support,Access,Closed
TCK-1146,2025-05-22 02:33:25.941214636,2025-05-22 15:58:53.295206104,Low,Operations,Access,Resolved
TCK-1147,2025-04-04 11:17:23.841411260,2025-04-05 00:18:20.737779393,Critical,Operations,Software,Closed
TCK-1148,2025-06-04 10:21:08.654897134,2025-06-04 19:26:07.583683008,Medium,IT Support,Access,Closed
TCK-1149,2025-03-12 10:45:12.107992993,2025-03-12 17:12:29.764139436,None,IT Support,Hardware,Resolved
TCK-1150,2025-06-09 23:09:16.876333184,2025-06-12 13:01:33.507506502,Medium,DevOps,Network,Resolved
TCK-1151,2025-02-13 05:46:52.891783520,2025-02-13 21:10:37.902401925,Medium,IT Support,Access,Closed
TCK-1152,2025-02-20 10:32:05.561517360,2025-02-21 01:52:58.092883462,High,IT Support,Software,Closed
TCK-1153,2025-01-10 13:28:51.947542865,2025-01-11 00:34:05.691007563,Low,HR,Hardware,Resolved
TCK-1154,2025-05-24 04:54:48.721905584,2025-05-25 00:04:18.722253492,Medium,DevOps,Database,Resolved
TCK-1155,2025-03-17 01:40:43.033891037,2025-03-17 10:32:04.185408837,Medium,IT Support,Database,Closed
TCK-1156,2025-02-11 05:47:01.579550077,2025-02-11 22:28:48.886872578,Low,  Operations ,Hardware,Resolved
TCK-1157,2025-02-11 17:20:02.397493047,2025-02-12 11:24:14.945996575,Medium,Finance,Software,Resolved
TCK-1158,2025-06-12 06:02:51.885997034,2025-06-12 10:46:10.516558861,Low,IT Support,Database,Closed
TCK-1159,2025-05-31 02:31:10.970370044,2025-06-01 02:30:58.901355004,Low,Finance,Network,Closed
TCK-1160,2025-04-10 15:15:12.329074915,2025-04-11 02:51:20.771351708,Low,HR,Network,Resolved
TCK-1161,2025-04-21 21:35:55.168065294,2025-04-22 22:59:36.525568542,High,Operations,Software,Closed
TCK-1162,2025-03-27 09:05:11.273198126,2025-03-28 10:11:16.418218828,Low,Operations,Software,Closed
TCK-1163,2025-03-12 11:59:58.074851235,2025-03-13 19:12:37.794382322,Low,Operations,Network,Closed
TCK-1164,2025-06-14 18:51:36.456707490,2025-06-14 23:23:19.507133738,Low,IT Support,Software,Resolved
TCK-1165,2025-01-23 14:38:48.765147738,2025-01-24 20:35:13.508041388,Medium,Finance,Hardware,Resolved
TCK-1166,2025-03-17 07:41:24.473666777,2025-03-17 17:33:36.802625154,Medium,HR,Software,Resolved
TCK-1167,2025-03-04 00:30:26.793027437,2025-03-04 05:07:29.886532066,High,IT Support,Network,Closed
TCK-1168,2025-03-31 16:00:40.001345860,2025-03-31 22:52:17.423957537,High,  IT Support ,Access,Closed
TCK-1169,2025-03-24 08:58:10.912926563,2025-03-25 15:41:01.940001824,Low,Operations,Software,Closed
TCK-1170,2025-04-04 09:36:09.996237618,2025-04-05 00:32:43.161887749,Low,Operations,Database,Closed
TCK-1171,2025-01-26 04:26:59.933834212,2025-01-26 23:02:35.291247987,Low,IT Support,Hardware,Resolved
TCK-1172,2025-04-03 08:46:16.631534485,2025-04-04 08:27:19.995089186,None,Operations,Hardware,Closed
TCK-1173,2025-02-13 15:14:57.393573903,2025-02-13 22:13:44.690181466,Medium,IT Support,Hardware,Closed
TCK-1174,2025-02-03 04:18:41.139464350,2025-02-04 12:27:39.232277656,Low,Operations,Database,Closed
TCK-1175,2025-01-12 16:05:01.770562845,2025-01-13 02:42:14.746781241,Low,IT Support,Database,Resolved
TCK-1176,2025-05-18 06:39:32.593775504,2025-05-18 17:57:03.694313585,Medium,Operations,Hardware,Closed
TCK-1177,2025-03-18 22:32:56.753161221,2025-03-20 10:31:03.317808446,Low,HR,Hardware,Closed
TCK-1178,2025-04-23 19:06:02.562864466,2025-04-25 06:23:42.695725086,High,DevOps,Hardware,Closed
TCK-1179,2025-05-11 23:12:11.675075368,2025-05-12 07:47:00.612416502,Medium,IT Support,Software,Closed
TCK-1180,2025-05-03 06:38:52.778956384,2025-05-03 15:54:21.165250068,Medium,  HR ,Database,Closed
TCK-1181,2025-03-26 16:33:47.183282739,2025-03-27 07:53:36.485978646,Medium,IT Support,Network,Closed
TCK-1182,2025-03-11 19:43:17.922257302,2025-03-13 11:52:18.280395059,Low,DevOps,Software,Resolved
TCK-1183,2025-03-09 16:08:48.514731602,2025-03-11 10:36:31.215834481,Medium,DevOps,Network,Closed
TCK-1184,2025-04-26 05:00:38.889856236,2025-04-26 11:36:20.621705253,High,IT Support,Software,Closed
TCK-1185,2025-03-31 01:30:41.808056016,2025-04-01 04:49:34.435519968,Medium,Operations,Software,Resolved
TCK-1186,2025-06-02 20:15:04.720717316,2025-06-04 10:54:09.331796290,Medium,Finance,Network,Closed
TCK-1187,2025-06-07 10:42:45.260249026,2025-06-07 23:35:47.493599062,High,Operations,Hardware,Closed
TCK-1188,2025-01-31 16:49:14.998757375,2025-02-01 01:41:01.523731497,Low,Operations,Network,Closed
TCK-1189,2025-01-25 12:31:45.748839125,2025-01-25 23:53:48.515024133,Medium,IT Support,Access,Closed
TCK-1190,2025-04-24 11:19:55.201711866,2025-04-24 15:12:09.126991653,Low,IT Support,Database,Closed
TCK-1191,2025-02-24 05:17:42.833864570,2025-02-25 14:44:36.007066532,High,DevOps,Access,Closed
TCK-1192,2025-01-04 08:13:31.818234817,2025-01-05 09:00:49.063259101,Low,  DevOps ,Software,Closed
TCK-1193,2025-06-09 22:56:10.793932678,2025-06-11 08:02:31.181677555,Medium,Operations,Network,Closed
TCK-1194,2025-02-10 20:12:40.732175706,2025-02-11 07:52:44.270673653,Low,HR,Hardware,Resolved
TCK-1195,2025-06-17 06:29:32.695017702,2025-06-18 07:11:39.382673411,Low,HR,Hardware,Closed
TCK-1196,2025-05-10 03:19:00.580058600,2025-05-10 22:15:44.513673996,High,Finance,Access,Resolved
TCK-1197,2025-05-18 06:39:47.075103404,2025-05-20 09:46:23.541393054,Medium,DevOps,Access,Closed
TCK-1198,2025-02-06 06:18:49.182575231,2025-02-09 21:09:41.517407976,Critical,DevOps,Software,Closed
TCK-1199,2025-02-12 03:43:11.707192674,2025-02-12 18:04:58.201757262,Medium,Finance,Database,Resolved
TCK-1200,2025-04-04 19:52:36.107471870,2025-04-05 16:42:23.759789969,Medium,Operations,Software,Resolved
TCK-1201,2025-01-31 23:28:16.908410656,2025-02-02 09:04:08.599286219,High,IT Support,Hardware,Resolved
TCK-1202,2025-02-24 23:27:53.684606518,2025-02-25 08:15:09.643788278,Low,IT Support,Network,Closed
TCK-1203,2025-02-27 20:43:04.457044255,2025-03-01 04:41:26.053415691,Low,DevOps,Access,Closed
TCK-1204,2025-01-29 17:36:04.721946987,2025-01-30 20:18:00.652904941,Low,  Operations ,Hardware,Closed
TCK-1205,2025-02-06 22:23:23.424961540,2025-02-07 07:03:58.461820741,Low,IT Support,Software,Resolved
TCK-1206,2025-05-22 22:32:38.246912406,2025-05-23 02:09:49.975072586,Low,IT Support,Database,Closed
TCK-1207,2025-01-31 02:17:09.929919117,2025-02-01 09:59:32.615170578,Critical,Operations,Network,Resolved
TCK-1208,2025-01-06 02:56:09.357956682,2025-01-06 06:03:29.885772050,High,IT Support,Database,Closed
TCK-1209,2025-04-24 06:48:48.067765250,2025-04-24 13:42:51.767370612,Critical,IT Support,Software,Resolved
TCK-1210,2025-06-25 16:14:49.472791382,2025-06-27 01:10:01.977258411,None,Operations,Software,Closed
TCK-1211,2025-03-01 14:50:37.245018784,2025-03-02 05:54:16.407053333,Medium,Operations,Hardware,Closed
TCK-1212,2025-01-22 08:35:33.496108115,2025-01-22 21:19:01.432378707,Low,Operations,Network,Closed
TCK-1213,2025-04-13 16:04:23.684115838,2025-04-14 05:15:59.041241559,Medium,IT Support,Software,Closed
TCK-1214,2025-06-13 03:27:00.690959488,2025-06-13 19:27:31.054268623,Critical,Finance,Hardware,Resolved
TCK-1215,2025-05-22 03:08:48.799892502,2025-05-22 07:45:36.843773866,Medium,IT Support,Software,Closed
TCK-1216,2025-04-23 01:16:06.785554560,2025-04-23 17:33:27.708921198,Medium,  HR ,Hardware,Closed
TCK-1217,2025-02-26 17:02:38.635241386,2025-02-27 15:24:09.630160342,Low,Finance,Database,Closed
TCK-1218,2025-04-08 12:55:20.454791773,2025-04-08 22:35:15.292924661,Medium,Operations,Hardware,Closed
TCK-1219,2025-01-17 10:10:39.771963779,2025-01-18 19:51:57.505397121,Medium,Finance,Database,Resolved
TCK-1220,2025-05-03 05:02:39.238412980,2025-05-04 03:44:59.722970012,Medium,Operations,Access,Closed
TCK-1221,2025-05-11 12:24:53.285896266,2025-05-12 03:27:05.425927332,Critical,Operations,Software,Closed
TCK-1222,2025-06-23 16:56:11.799495058,2025-06-24 00:17:03.858644003,Low,IT Support,Access,Closed
TCK-1223,2025-02-16 20:54:59.723203354,2025-02-17 14:52:54.558476452,None,HR,Network,Closed
TCK-1224,2025-01-04 07:43:54.228957088,2025-01-04 23:08:43.002336259,Low,IT Support,Access,Resolved
TCK-1225,2025-04-09 05:01:42.838771047,2025-04-09 12:24:28.073712966,Critical,IT Support,Hardware,Closed
TCK-1226,2025-05-08 05:20:05.924379260,2025-05-10 00:20:26.256418155,Medium,DevOps,Hardware,Closed
TCK-1227,2025-05-23 06:33:37.064932228,2025-05-24 01:23:51.556945318,High,HR,Network,Resolved
TCK-1228,2025-02-04 20:57:07.886401854,2025-02-06 21:04:10.005484155,Low,  DevOps ,Network,Closed
TCK-1229,2025-02-17 02:46:20.619263792,2025-02-17 21:07:46.835934218,Medium,Operations,Software,Closed
TCK-1230,2025-04-03 06:23:34.069756992,2025-04-03 21:55:07.352423880,Critical,Finance,Hardware,Resolved
TCK-1231,2025-03-01 12:11:43.796653469,2025-03-02 02:28:45.278852243,Low,Operations,Network,Closed
TCK-1232,2025-06-04 21:24:34.639407946,2025-06-05 18:46:32.056133775,Low,Operations,Access,Closed
TCK-1233,2025-03-27 06:38:37.910944577,2025-03-28 17:53:39.005403388,Low,HR,Hardware,Closed
TCK-1234,2025-05-24 22:10:47.073074350,2025-05-25 04:51:09.556407326,Low,IT Support,Network,Closed
TCK-1235,2025-04-15 12:16:38.515021566,2025-04-17 00:54:52.793990155,Low,Finance,Software,Closed
TCK-1236,2025-05-20 03:44:57.882429326,2025-05-20 10:57:48.655254664,Medium,IT Support,Database,Closed
TCK-1237,2025-03-01 21:08:50.286519596,2025-03-02 06:07:48.007689102,Low,IT Support,Hardware,Closed
TCK-1238,2025-05-30 15:43:11.304260200,2025-06-01 06:07:13.056177735,Medium,Operations,Hardware,Resolved
TCK-1239,2025-02-19 10:09:08.651449487,2025-02-19 22:36:30.700749986,High,IT Support,Hardware,Closed
TCK-1240,2025-04-09 07:08:48.662067179,2025-04-09 23:48:44.273308974,Medium,  DevOps ,Hardware,Closed
TCK-1241,2025-02-08 12:30:38.624080091,2025-02-09 11:47:39.621170560,Low,DevOps,Database,Closed
TCK-1242,2025-03-27 14:16:28.464330559,2025-03-30 00:22:14.286450382,Medium,DevOps,Database,Closed
TCK-1243,2025-02-27 06:31:00.858279351,2025-02-27 21:45:38.984047724,Medium,HR,Software,Resolved
TCK-1244,2025-02-18 00:09:31.753269956,2025-02-18 04:56:40.511007800,Low,IT Support,Hardware,Resolved
TCK-1245,2025-06-24 01:22:31.000372040,2025-06-24 21:57:33.171175067,Low,DevOps,Network,Closed
